-10	-1	0.01
-10	-1	0.01
-9.99	-1	0.01
-9.98	-1	0.01
-9.97	-1	0.01
-9.96	-1	0.01
-9.950000000000001	-1	0.01
-9.940000000000001	-1	0.01
-9.930000000000001	-1	0.01
-9.920000000000002	-1	0.01
-9.910000000000002	-1	0.01
-9.900000000000002	-1	0.01
-9.890000000000002	-1	0.01
-9.880000000000003	-1	0.01
-9.870000000000003	-1	0.01
-9.860000000000003	-1	0.01
-9.850000000000003	-1	0.01
-9.840000000000003	-1	0.01
-9.830000000000004	-1	0.01
-9.820000000000004	-1	0.01
-9.810000000000004	-1	0.01
-9.800000000000004	-1	0.01
-9.790000000000004	-1	0.01
-9.780000000000005	-1	0.01
-9.770000000000005	-1	0.01
-9.760000000000005	-1	0.01
-9.750000000000005	-1	0.01
-9.740000000000006	-1	0.01
-9.730000000000006	-1	0.01
-9.720000000000006	-1	0.01
-9.710000000000006	-1	0.01
-9.700000000000006	-1	0.01
-9.690000000000007	-1	0.01
-9.680000000000007	-1	0.01
-9.670000000000007	-1	0.01
-9.660000000000007	-1	0.01
-9.650000000000007	-1	0.01
-9.640000000000008	-1	0.01
-9.630000000000008	-1	0.01
-9.620000000000008	-1	0.01
-9.610000000000008	-1	0.01
-9.600000000000009	-1	0.01
-9.590000000000009	-1	0.01
-9.580000000000009	-1	0.01
-9.57000000000001	-1	0.01
-9.56000000000001	-1	0.01
-9.55000000000001	-1	0.01
-9.54000000000001	-1	0.01
-9.53000000000001	-1	0.01
-9.52000000000001	-1	0.01
-9.51000000000001	-1	0.01
-9.50000000000001	-1	0.01
-9.49000000000001	-1	0.01
-9.480000000000011	-1	0.01
-9.470000000000011	-1	0.01
-9.460000000000012	-1	0.01
-9.450000000000012	-1	0.01
-9.440000000000012	-1	0.01
-9.430000000000012	-1	0.01
-9.420000000000012	-1	0.01
-9.410000000000013	-1	0.01
-9.400000000000013	-1	0.01
-9.390000000000013	-1	0.01
-9.380000000000013	-1	0.01
-9.370000000000013	-1	0.01
-9.360000000000014	-1	0.01
-9.350000000000014	-1	0.01
-9.340000000000014	-1	0.01
-9.330000000000014	-1	0.01
-9.320000000000014	-1	0.01
-9.310000000000015	-1	0.01
-9.300000000000015	-1	0.01
-9.290000000000015	-1	0.01
-9.280000000000015	-1	0.01
-9.270000000000016	-1	0.01
-9.260000000000016	-1	0.01
-9.250000000000016	-1	0.01
-9.240000000000016	-1	0.01
-9.230000000000016	-1	0.01
-9.220000000000017	-1	0.01
-9.210000000000017	-1	0.01
-9.200000000000017	-1	0.01
-9.190000000000017	-1	0.01
-9.180000000000017	-1	0.01
-9.170000000000018	-1	0.01
-9.160000000000018	-1	0.01
-9.150000000000018	-1	0.01
-9.140000000000018	-1	0.01
-9.130000000000019	-1	0.01
-9.120000000000019	-1	0.01
-9.110000000000019	-1	0.01
-9.10000000000002	-1	0.01
-9.09000000000002	-1	0.01
-9.08000000000002	-1	0.01
-9.07000000000002	-1	0.01
-9.06000000000002	-1	0.01
-9.05000000000002	-1	0.01
-9.04000000000002	-1	0.01
-9.03000000000002	-1	0.01
-9.020000000000021	-1	0.01
-9.010000000000021	-1	0.01
-9.000000000000021	-1	0.01
-8.990000000000022	-1	0.01
-8.980000000000022	-1	0.01
-8.970000000000022	-1	0.01
-8.960000000000022	-1	0.01
-8.950000000000022	-1	0.01
-8.940000000000023	-1	0.01
-8.930000000000023	-1	0.01
-8.920000000000023	-1	0.01
-8.910000000000023	-1	0.01
-8.900000000000023	-1	0.01
-8.890000000000024	-1	0.01
-8.880000000000024	-1	0.01
-8.870000000000024	-1	0.01
-8.860000000000024	-1	0.01
-8.850000000000025	-1	0.01
-8.840000000000025	-1	0.01
-8.830000000000025	-1	0.01
-8.820000000000025	-1	0.01
-8.810000000000025	-1	0.01
-8.800000000000026	-1	0.01
-8.790000000000026	-1	0.01
-8.780000000000026	-1	0.01
-8.770000000000026	-1	0.01
-8.760000000000026	-1	0.01
-8.750000000000027	-1	0.01
-8.740000000000027	-1	0.01
-8.730000000000027	-1	0.01
-8.720000000000027	-1	0.01
-8.710000000000027	-1	0.01
-8.700000000000028	-1	0.01
-8.690000000000028	-1	0.01
-8.680000000000028	-1	0.01
-8.670000000000028	-1	0.01
-8.660000000000029	-1	0.01
-8.650000000000029	-1	0.01
-8.640000000000029	-1	0.01
-8.63000000000003	-1	0.01
-8.62000000000003	-1	0.01
-8.61000000000003	-1	0.01
-8.60000000000003	-1	0.01
-8.59000000000003	-1	0.01
-8.58000000000003	-1	0.01
-8.57000000000003	-1	0.01
-8.56000000000003	-1	0.01
-8.550000000000031	-1	0.01
-8.540000000000031	-1	0.01
-8.530000000000031	-1	0.01
-8.520000000000032	-1	0.01
-8.510000000000032	-1	0.01
-8.500000000000032	-1	0.01
-8.490000000000032	-1	0.01
-8.480000000000032	-1	0.01
-8.470000000000033	-1	0.01
-8.460000000000033	-1	0.01
-8.450000000000033	-1	0.01
-8.440000000000033	-1	0.01
-8.430000000000033	-1	0.01
-8.420000000000034	-1	0.01
-8.410000000000034	-1	0.01
-8.400000000000034	-1	0.01
-8.390000000000034	-1	0.01
-8.380000000000035	-1	0.01
-8.370000000000035	-1	0.01
-8.360000000000035	-1	0.01
-8.350000000000035	-1	0.01
-8.340000000000035	-1	0.01
-8.330000000000036	-1	0.01
-8.320000000000036	-1	0.01
-8.310000000000036	-1	0.01
-8.300000000000036	-1	0.01
-8.290000000000036	-1	0.01
-8.280000000000037	-1	0.01
-8.270000000000037	-1	0.01
-8.260000000000037	-1	0.01
-8.250000000000037	-1	0.01
-8.240000000000038	-1	0.01
-8.230000000000038	-1	0.01
-8.220000000000038	-1	0.01
-8.210000000000038	-1	0.01
-8.200000000000038	-1	0.01
-8.190000000000039	-1	0.01
-8.180000000000039	-1	0.01
-8.170000000000039	-1	0.01
-8.16000000000004	-1	0.01
-8.15000000000004	-1	0.01
-8.14000000000004	-1	0.01
-8.13000000000004	-1	0.01
-8.12000000000004	-1	0.01
-8.11000000000004	-1	0.01
-8.10000000000004	-1	0.01
-8.09000000000004	-1	0.01
-8.080000000000041	-1	0.01
-8.070000000000041	-1	0.01
-8.060000000000041	-1	0.01
-8.050000000000042	-1	0.01
-8.040000000000042	-1	0.01
-8.030000000000042	-1	0.01
-8.020000000000042	-1	0.01
-8.010000000000042	-1	0.01
-8.000000000000043	-1	0.01
-7.990000000000043	-1	0.01
-7.980000000000043	-1	0.01
-7.970000000000043	-1	0.01
-7.9600000000000435	-1	0.01
-7.950000000000044	-1	0.01
-7.940000000000044	-1	0.01
-7.930000000000044	-1	0.01
-7.920000000000044	-1	0.01
-7.9100000000000446	-1	0.01
-7.900000000000045	-1	0.01
-7.890000000000045	-1	0.01
-7.880000000000045	-1	0.01
-7.870000000000045	-1	0.01
-7.860000000000046	-1	0.01
-7.850000000000046	-1	0.01
-7.840000000000046	-1	0.01
-7.830000000000046	-1	0.01
-7.8200000000000465	-1	0.01
-7.810000000000047	-1	0.01
-7.800000000000047	-1	0.01
-7.790000000000047	-1	0.01
-7.780000000000047	-1	0.01
-7.7700000000000475	-1	0.01
-7.760000000000048	-1	0.01
-7.750000000000048	-1	0.01
-7.740000000000048	-1	0.01
-7.730000000000048	-1	0.01
-7.720000000000049	-1	0.01
-7.710000000000049	-1	0.01
-7.700000000000049	-1	0.01
-7.690000000000049	-1	0.01
-7.6800000000000495	-1	0.01
-7.67000000000005	-1	0.01
-7.66000000000005	-1	0.01
-7.65000000000005	-1	0.01
-7.64000000000005	-1	0.01
-7.6300000000000505	-1	0.01
-7.620000000000051	-1	0.01
-7.610000000000051	-1	0.01
-7.600000000000051	-1	0.01
-7.590000000000051	-1	0.01
-7.580000000000052	-1	0.01
-7.570000000000052	-1	0.01
-7.560000000000052	-1	0.01
-7.550000000000052	-1	0.01
-7.540000000000052	-1	0.01
-7.530000000000053	-1	0.01
-7.520000000000053	-1	0.01
-7.510000000000053	-1	0.01
-7.500000000000053	-1	0.01
-7.4900000000000535	-1	0.01
-7.480000000000054	-1	0.01
-7.470000000000054	-1	0.01
-7.460000000000054	-1	0.01
-7.450000000000054	-1	0.01
-7.440000000000055	-1	0.01
-7.430000000000055	-1	0.01
-7.420000000000055	-1	0.01
-7.410000000000055	-1	0.01
-7.400000000000055	-1	0.01
-7.390000000000056	-1	0.01
-7.380000000000056	-1	0.01
-7.370000000000056	-1	0.01
-7.360000000000056	-1	0.01
-7.3500000000000565	-1	0.01
-7.340000000000057	-1	0.01
-7.330000000000057	-1	0.01
-7.320000000000057	-1	0.01
